"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","tweetid"
"1","Danielle Beaulieu did another League of Legends boudoir themed with Jeremiah Seymour Photograph... ",FALSE,0,NA,2017-12-17 02:13:52,FALSE,NA,"942216241204350976",NA,"<a href=""http://www.wonderland.fm/"" rel=""nofollow"">wonderland.fm</a>","porquepechos",0,FALSE,FALSE,NA,NA,1
"2","New of Call of Duty Ghosts on Ebay : League of Legends account Platinum Champions 78  Skins 38 ",FALSE,0,NA,2017-12-17 02:10:18,TRUE,NA,"942215345837871105",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ebayCodGhosts",0,FALSE,FALSE,NA,NA,2
"3","I'm Such A NOOB!!!- League Of Legends Christmas Update: via @YouTube",FALSE,0,NA,2017-12-17 02:09:45,FALSE,NA,"942215207283249152",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","rubencarias21",0,FALSE,FALSE,NA,NA,3
"4","League of Legends: Loading Screen (EDSA Edition)",FALSE,0,NA,2017-12-17 02:09:42,FALSE,NA,"942215192678612993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DowellTheTurd",0,FALSE,FALSE,NA,NA,4
"5","I'm realsing the logo for anyone who whants to be play these games they are better then league of legends",FALSE,0,"Darthground23",2017-12-17 02:09:38,FALSE,"941860126926999552","942215179298844672","937428016132706306","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Darthground23",0,FALSE,FALSE,NA,NA,5
"6","RT @dewyycs: STREAMING LEAGUE OF LEGENDS UNRANKED TO CHALLENGER @AgonyGG @SupStreamers @nightrts @hyperrts @TwitchR",FALSE,0,NA,2017-12-17 02:09:06,FALSE,NA,"942215044745527296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AgonyGG",5,TRUE,FALSE,NA,NA,6
"7"," DM me for my Battletag, Discord ",FALSE,0,NA,2017-12-17 02:08:21,TRUE,NA,"942214856433860608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keriannkitty",0,FALSE,FALSE,NA,NA,7
"8","I liked a @YouTube video Rammix | League of Legends Community Collab",FALSE,0,NA,2017-12-17 02:05:43,FALSE,NA,"942214192735686656",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","TeemoIsFed",0,FALSE,FALSE,NA,NA,8
"9","RT @Youth_Esports: Our League of Legends tournament at #YEAWinterFest is starting NOW! Tune in and show some support for your favorite high",FALSE,0,NA,2017-12-17 02:05:37,FALSE,NA,"942214165615198208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsLlewellyn1",2,TRUE,FALSE,NA,NA,9
"10","RT @Freestyler4523: Come chill! Playing League of legends!
@SKUMGaming
",FALSE,0,NA,2017-12-17 02:01:50,FALSE,NA,"942213215588634625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SKUMGaming",1,TRUE,FALSE,NA,NA,10
"11","Come chill! Playing League of legends!
@SKUMGaming
",FALSE,2,NA,2017-12-17 02:01:16,FALSE,NA,"942213070490763264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Freestyler4523",1,FALSE,FALSE,NA,NA,11
"12","I liked a @YouTube video Knock Off League of Legends Games",FALSE,1,NA,2017-12-17 01:59:32,FALSE,NA,"942212634086166528",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","LunaITGalaxy",0,FALSE,FALSE,NA,NA,12
"13","New of Call of Duty Ghosts on Ebay : League of Legends account Platinum Champions 78  Skins 38 ",FALSE,0,NA,2017-12-17 01:55:11,TRUE,NA,"942211540316557312",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ebayCodGhosts",0,FALSE,FALSE,NA,NA,13
"14","That moment when karma hits u bad .. u cant even play one match in league of legends without losing ... #not #my #day",FALSE,0,NA,2017-12-17 01:54:55,FALSE,NA,"942211472578547712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wa_wado",0,FALSE,FALSE,NA,NA,14
"15","RT @TheKillerStone: going to be playing some League of Legends here soon, hopefully I don't suck to bad.
",FALSE,0,NA,2017-12-17 01:51:10,FALSE,NA,"942210528272936961",NA,"<a href=""https://www.youtube.com/channel/UCUEL73s4SXcsyi85XbRj5OQ"" rel=""nofollow"">botski 30</a>","zimisss",1,TRUE,FALSE,NA,NA,15
"16","RT @dewyycs: STREAMING LEAGUE OF LEGENDS UNRANKED TO CHALLENGER @AgonyGG @SupStreamers @nightrts @hyperrts @TwitchR",FALSE,0,NA,2017-12-17 01:51:02,FALSE,NA,"942210495775260678",NA,"<a href=""http://SupportStreamers.com"" rel=""nofollow"">SupportStreamers</a>","SupStreamers",5,TRUE,FALSE,NA,NA,16
"17","I added a video to a @YouTube playlist KLEPTONAMI JE OP ! | League of Legends",FALSE,0,NA,2017-12-17 01:50:42,FALSE,NA,"942210411709042689",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Pidja_95",0,FALSE,FALSE,NA,NA,17
"18","going to be playing some League of Legends here soon, hopefully I don't suck to bad.
",FALSE,0,NA,2017-12-17 01:49:51,FALSE,NA,"942210199456239616",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TheKillerStone",1,FALSE,FALSE,NA,NA,18
"19","RT @dewyycs: STREAMING LEAGUE OF LEGENDS UNRANKED TO CHALLENGER @AgonyGG @SupStreamers @nightrts @hyperrts @TwitchR",FALSE,0,NA,2017-12-17 01:49:31,FALSE,NA,"942210115628863488",NA,"<a href=""http://www.google.com"" rel=""nofollow"">asdahydasd</a>","Bear_Retweets",5,TRUE,FALSE,NA,NA,19
"20","RT @ASUS_ROG: 3x world champion, #SKTT1 #Faker, has won the Esports Player of the Year award at this year's The Game Awards! --&gt; ",FALSE,0,NA,2017-12-17 01:47:56,FALSE,NA,"942209718570795008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mooncloud235",156,TRUE,FALSE,NA,NA,20
"21","RT @ralfyie: watch my cousin roberts league stream :D we playing ENG II Yami_Demon Plays I League of Legends ",FALSE,0,NA,2017-12-17 01:47:39,FALSE,NA,"942209645644353536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Petertheoso",2,TRUE,FALSE,NA,NA,21
"22","RT @ralfyie: watch my cousin roberts league stream :D we playing ENG II Yami_Demon Plays I League of Legends ",FALSE,0,NA,2017-12-17 01:46:55,FALSE,NA,"942209461418016769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raybertoooh",2,TRUE,FALSE,NA,NA,22
"23","I'm now streaming on Twitch! Playing League of Legends ",FALSE,1,NA,2017-12-17 01:45:37,FALSE,NA,"942209132521836545",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ohhellosara",0,FALSE,FALSE,NA,NA,23
"24","Blowing up over here! @preferableflavo on League of Legends at ",FALSE,1,NA,2017-12-17 01:45:07,FALSE,NA,"942209007204405248",NA,"<a href=""https://supportstreamers.com"" rel=""nofollow"">Support Streamers Bot</a>","StreamSupport_",0,FALSE,FALSE,NA,NA,24
"25","NOT A GANGPLANK ONE TRICK - MY KARTHUS IS JUST AS GOOD - GODLIKE | League Of Legends ",FALSE,0,NA,2017-12-17 01:45:03,FALSE,NA,"942208988946550784",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Hit_Mute",0,FALSE,FALSE,NA,NA,25
"26","STREAMING LEAGUE OF LEGENDS UNRANKED TO CHALLENGER @AgonyGG @SupStreamers @nightrts ",FALSE,4,NA,2017-12-17 01:45:01,TRUE,NA,"942208982801928192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dewyycs",5,FALSE,FALSE,NA,NA,26
"27","INSANE GANGPLANK TOP LANE GAMEPLAY - YOUR JUNGLER CAN'T TOUCH THIS | League Of Legends ",FALSE,0,NA,2017-12-17 01:44:59,FALSE,NA,"942208974056820738",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Hit_Mute",0,FALSE,FALSE,NA,NA,27
"28","how do i gently explain to my mom that i'm a degenerate that plays league of legends and draws naked people",FALSE,1,NA,2017-12-17 01:40:34,FALSE,NA,"942207860762664960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UltiPryce",0,FALSE,FALSE,NA,NA,28
"29","@BYParadize @BuIonee League of legends",FALSE,0,"BYParadize",2017-12-17 01:40:19,FALSE,"942207750473486337","942207801169989633","4663744839","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuckyyME",0,FALSE,FALSE,NA,NA,29
"30","Varus Ranked. 2l League Of legends l: via @YouTube",FALSE,0,NA,2017-12-17 01:39:16,FALSE,NA,"942207534257098752",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Rampar_YT",0,FALSE,FALSE,NA,NA,30
"31","@GVSpaperfairy @K9sbruce Thats fine. I prefer to be positive instead of getting sad because smash isn't like league ",FALSE,0,"GVSpaperfairy",2017-12-17 01:38:45,TRUE,"942205239456878593","942207407203037184","15957079","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2GGstrides",0,FALSE,FALSE,NA,NA,31
"32","Ressaca Friends 2017 - Seletiva Cosplay World Masters: Viktor - League of Legends: via @YouTube",FALSE,0,NA,2017-12-17 01:37:17,FALSE,NA,"942207036267356160",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","SkyKakarotto",0,FALSE,FALSE,NA,NA,32
"33","Google search: I gave my unit leader my league of legends password and the very next day my account disappeared???",FALSE,0,NA,2017-12-17 01:37:14,FALSE,NA,"942207025659789312",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","tsumugiaobabot",0,FALSE,FALSE,NA,NA,33
"34","Ziggiez now streaming League of Legends 0 ",FALSE,0,NA,2017-12-17 01:36:09,FALSE,NA,"942206752866652161",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AMPMGAMERS",0,FALSE,FALSE,NA,NA,34
"35","ULTIMATE LEAGUE OF LEGENDS PLAYERS ASSEMBLE: via @YouTube",FALSE,0,NA,2017-12-17 01:35:44,FALSE,NA,"942206645974851584",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Ha_Fele_Gaming",0,FALSE,FALSE,NA,NA,35
"36","LoL Stream Live - Busted mechanics with patch 7.24 latest league of legends information ",FALSE,0,NA,2017-12-17 01:35:11,FALSE,NA,"942206505960525824",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","QuadraDare",0,FALSE,FALSE,NA,NA,36
"37","I liked a @YouTube video Top 20 "" DREAM LEVEL 1 "" Amazing Moments League of Legends",FALSE,0,NA,2017-12-17 01:35:03,FALSE,NA,"942206474641649664",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Castrooo__",0,FALSE,FALSE,NA,NA,37
"38","watch my cousin roberts league stream :D we playing ENG II Yami_Demon Plays I League of Legends ",FALSE,2,NA,2017-12-17 01:34:12,FALSE,NA,"942206258571919360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ralfyie",2,FALSE,FALSE,NA,NA,38
"39","Playing some League of Legends, Playing Ziggs and ADC as Jinx! And Listening to Christmas music. What more could yo ",FALSE,0,NA,2017-12-17 01:33:44,TRUE,NA,"942206144906379264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DylanZornTwitch",0,FALSE,FALSE,NA,NA,39
"40","ENG II Yami_Demon Plays I League of Legends ",FALSE,0,NA,2017-12-17 01:33:42,FALSE,NA,"942206134068195329",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ralfyie",0,FALSE,FALSE,NA,NA,40
"41","RT @TheCharMinx: @sssniperwolf #askwolf will you ever try league of legends ?",FALSE,0,NA,2017-12-17 01:33:31,FALSE,NA,"942206088497287168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Seankhumalo1",1,TRUE,FALSE,NA,NA,41
"42","Let's start with everyone because it's free game called ""League of Legends"" Click here to register #esports",FALSE,0,NA,2017-12-17 01:32:48,FALSE,NA,"942205907559104513",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","LoL_QB",0,FALSE,FALSE,NA,NA,42
"43","Live with League of Legends! So much has changed since I played last, I would greatly appreciate any help :D ",FALSE,0,NA,2017-12-17 01:32:39,TRUE,NA,"942205871442026496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bruiser_TV",0,FALSE,FALSE,NA,NA,43
"44","@Quellie @eignaok the only girl i duo with C: shes nutty and wins her lane and i learn a lot of new ways on how to ",FALSE,1,"Quellie",2017-12-17 01:31:24,TRUE,"941868024918827008","942205556680519680","482369756","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jennayychen",0,FALSE,FALSE,NA,NA,44
"45","@kpopchartsdata bangtwice are truly in a league of their own ... cant wait for the music station legends, current ",FALSE,0,"kpopchartsdata",2017-12-17 01:31:02,TRUE,"942185307771932672","942205464259039232","761042704562216967","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samimotzu",0,FALSE,FALSE,NA,NA,45
"46","@rabb1to Ayy lets go im hyped up for some toxic league of legends",FALSE,1,"rabb1to",2017-12-17 01:30:04,FALSE,"942205032266596352","942205218426671105","3295929844","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dawnsdayy",0,FALSE,FALSE,NA,NA,46
"47","RT @sexualjumanji: when im depressed playing league of legends thats the real me",FALSE,0,NA,2017-12-17 01:29:52,FALSE,NA,"942205170766639105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wholuvsryan",3,TRUE,FALSE,NA,NA,47
"48","FLEX CHALLENGER FEEDS IN TOBIAS' FATES GAME - DIAMOND GANGPLANK GAMEPLAY | League Of Legends: via @YouTube",FALSE,0,NA,2017-12-17 01:29:22,FALSE,NA,"942205045755564033",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Hit_Mute",0,FALSE,FALSE,NA,NA,48
"49","RT @Sportsnet: eSportsTV is now available on Sportsnet NOW!

The first 24/7 global eSports channel, streaming the biggest titles including",FALSE,0,NA,2017-12-17 01:28:17,FALSE,NA,"942204770239971328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SportsMediaCAN",5,TRUE,FALSE,NA,NA,49
"50","RT @sexualjumanji: when im depressed playing league of legends thats the real me",FALSE,0,NA,2017-12-17 01:27:44,FALSE,NA,"942204633304383488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Manager_Josh",3,TRUE,FALSE,NA,NA,50
"51","ME: Give me all of your bee syrup now
SOLLUX: Please don't take it from me my wife is playing League of Legends
ME: Get a better wife",FALSE,0,NA,2017-12-17 01:26:27,FALSE,NA,"942204309298495489",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","nepeta_en",0,FALSE,FALSE,NA,NA,51
"52","I liked a @YouTube video League of Legends - Noob gaming (Part 3)",FALSE,0,NA,2017-12-17 01:24:49,FALSE,NA,"942203899221594112",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","RetlawRalas",0,FALSE,FALSE,NA,NA,52
"53","when im depressed playing league of legends thats the real me",FALSE,42,NA,2017-12-17 01:24:47,FALSE,NA,"942203888748449792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sexualjumanji",3,FALSE,FALSE,NA,NA,53
"54","RT @Eyevoree:  LIVE - League of Legends, ASMR

In a League mood so Im going to ranked with my friend. Climbing to Plat. Come hang out. ",FALSE,0,NA,2017-12-17 01:20:59,FALSE,NA,"942202935085273089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AtlantisPrince",1,TRUE,FALSE,NA,NA,54
"55","Why do I want to play league of legends again oh noooo ",FALSE,0,NA,2017-12-17 01:19:44,FALSE,NA,"942202621439422464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lena5327",0,FALSE,FALSE,NA,NA,55
"56","Nidalee from League of Legends by Jessica NigriPhoto by Martin Wong ",FALSE,0,NA,2017-12-17 01:19:25,FALSE,NA,"942202541563138048",NA,"<a href=""http://www.wonderland.fm/"" rel=""nofollow"">wonderland.fm</a>","porquepechos",0,FALSE,FALSE,NA,NA,56
"57","LadyLemonCosplay November 5 at 4:48pm   Sherwood Forest Ashe - League of Legends PH: Photograp... ",FALSE,0,NA,2017-12-17 01:18:24,FALSE,NA,"942202282950709248",NA,"<a href=""http://www.wonderland.fm/"" rel=""nofollow"">wonderland.fm</a>","porquepechos",0,FALSE,FALSE,NA,NA,57
"58","Me gust un video de @YouTube Legends Never Die [Alan Walker Remix] | Worlds 2017 - League of Legends",FALSE,0,NA,2017-12-17 01:17:58,FALSE,NA,"942202176637734912",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","TatoRiosR",0,FALSE,FALSE,NA,NA,58
"59","@surlyujest League of legends zed?",FALSE,0,"surlyujest",2017-12-17 01:17:37,FALSE,"942201092963799041","942202087647186944","2335928828","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Furfagit",0,FALSE,FALSE,NA,NA,59
"60","These days all I want is a girlfriend to play league of legends with ",FALSE,0,NA,2017-12-17 01:17:30,FALSE,NA,"942202056554684416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LyMyster",0,FALSE,FALSE,NA,NA,60
"61","Zed Montage 72  Best Zed Plays 2017 by The LOLPlayVN Community ( League of Legends / LOLPlayVN ) ",FALSE,0,NA,2017-12-17 01:16:51,FALSE,NA,"942201895036309505",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","7z_gamers",0,FALSE,FALSE,NA,NA,61
"62","LadyLemonCosplay November 5 at 4:48pm   Sherwood Forest Ashe - League of Legends PH: Photograp... ",FALSE,0,NA,2017-12-17 01:16:43,FALSE,NA,"942201862014603264",NA,"<a href=""http://www.wonderland.fm/"" rel=""nofollow"">wonderland.fm</a>","porquepechos",0,FALSE,FALSE,NA,NA,62
"63","@sssniperwolf #askwolf will you ever try league of legends ?",FALSE,4,"sssniperwolf",2017-12-17 01:16:27,FALSE,"942200882027839488","942201792724484096","631800264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheCharMinx",1,FALSE,FALSE,NA,NA,63
"64","i reinstalled the cursed games of League of Legends...idk how to play but like....add me....my name is SleepiestSeagull",FALSE,0,NA,2017-12-17 01:16:08,FALSE,NA,"942201713749929984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","melonsnack",0,FALSE,FALSE,NA,NA,64
"65","I liked a @YouTube video REDMERCY VS BJERGSEN | $200 1v1 SHOWDOWN!! Season 2 - League of Legends",FALSE,0,NA,2017-12-17 01:16:04,FALSE,NA,"942201697656627201",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","hieu43yenthai",0,FALSE,FALSE,NA,NA,65
"66","New of Call of Duty Ghosts on Ebay : Warring Kingdoms Azir - League of Legends Official Limited Edition Figure, NEW ",FALSE,0,NA,2017-12-17 01:15:46,TRUE,NA,"942201621102120960",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ebayCodGhosts",0,FALSE,FALSE,NA,NA,66
"67","New of Call of Duty Ghosts on Ebay : League of Legends [NA] S2 Championship Riven-Victorious Mao,Sivir,Morg,Elise ",FALSE,0,NA,2017-12-17 01:15:44,TRUE,NA,"942201611866267648",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ebayCodGhosts",0,FALSE,FALSE,NA,NA,67
"68","Welcome to the League of Legends Champion Spotlight Featuring: Lady Gaga, the Vore Lover",FALSE,0,NA,2017-12-17 01:14:49,FALSE,NA,"942201383620575232",NA,"<a href=""http://twitter.com/phreakbot"" rel=""nofollow"">Phreak Bot</a>","PhreakBot",0,FALSE,FALSE,NA,NA,68
"69","oh lmAO im not into league of legends that much but i do play overwatch and paladins a lot ! ",FALSE,1,NA,2017-12-17 01:14:25,FALSE,NA,"942201282927919104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","baerenemlb",0,FALSE,FALSE,NA,NA,69
"70","Well boys, I have been permanently banned from league of legends feels bad man...",FALSE,0,NA,2017-12-17 01:14:02,FALSE,NA,"942201186895237121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WetBeaverBasher",0,FALSE,FALSE,NA,NA,70
"71","Nidalee: Queen of the Jungle League Of Legends Hentai ",FALSE,0,NA,2017-12-17 01:13:57,FALSE,NA,"942201166363901952",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","hentai_app",0,FALSE,FALSE,NA,NA,71
"72","Get this: the music of League of Legends with the level design of Final Fantasy XV and the difficulty level of Horizon: Zero Dawn",FALSE,0,NA,2017-12-17 01:13:11,FALSE,NA,"942200971249311744",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","gamecombination",0,FALSE,FALSE,NA,NA,72
"73","RT @Dexerto: The full line-up for 100 Thieves' League of Legends team has been confirmed.

Info - - ",FALSE,0,NA,2017-12-17 01:12:45,FALSE,NA,"942200864256806912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","InterstellarSTU",7,TRUE,FALSE,NA,NA,73
"74","I always get pissed when I see someone playing league of legends. I dont know why.",FALSE,0,NA,2017-12-17 01:12:24,FALSE,NA,"942200775656185856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrozdoVSN",0,FALSE,FALSE,NA,NA,74
"75","@cerineity It said im a sophisticated 39 year old...i sit in bed 18+ hours a day, play and rage at league of legend ",FALSE,0,"cerineity",2017-12-17 01:11:43,TRUE,"942182598633185281","942200604146855936","2372600622","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhoTookDiufool",0,FALSE,FALSE,NA,NA,75
"76","I added a video to a @YouTube playlist ULTIMATE LEAGUE OF LEGENDS PLAYERS ASSEMBLE",FALSE,0,NA,2017-12-17 01:09:53,FALSE,NA,"942200139342598144",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Ha_Fele_Gaming",0,FALSE,FALSE,NA,NA,76
"77","RT @ComicBookNOW: ICYMI: League of Legends is adding the most tilting emote ever. ",FALSE,0,NA,2017-12-17 01:06:11,FALSE,NA,"942199208433606657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JalenLewis210",2,TRUE,FALSE,NA,NA,77
"78","Stoltz is the real MVP. One of the best friends that League of Legends gave me",FALSE,0,NA,2017-12-17 01:05:07,FALSE,NA,"942198939780026368",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SuicideBombx",0,FALSE,FALSE,NA,NA,78
"79","Classic Saturday night: sad music and league of legends",FALSE,2,NA,2017-12-17 01:03:19,FALSE,NA,"942198488099643398",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ALiABOUTME",0,FALSE,FALSE,NA,NA,79
"80","RT @Dexerto: The full line-up for 100 Thieves' League of Legends team has been confirmed.

Info - - ",FALSE,0,NA,2017-12-17 01:03:16,FALSE,NA,"942198474681884672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xraylegend",7,TRUE,FALSE,NA,NA,80
"81","@DingersDaily_ league of legends",FALSE,0,"DingersDaily_",2017-12-17 01:00:58,FALSE,"942197197650657281","942197896287531034","2359816138","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","heyjusticeee",0,FALSE,FALSE,NA,NA,81
"82","RT @ComicBookNOW: ICYMI: These League of Legends early sales won't be around for long. ",FALSE,0,NA,2017-12-17 00:59:23,FALSE,NA,"942197496914370565",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","firesto86526973",4,TRUE,FALSE,NA,NA,82
"83"," LIVE - League of Legends, ASMR

In a League mood so Im going to ranked with my friend. Climbing to Plat. Come h ",FALSE,1,NA,2017-12-17 00:59:03,TRUE,NA,"942197415653924865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Eyevoree",1,FALSE,FALSE,NA,NA,83
"84","level 34 no league of legends",FALSE,0,NA,2017-12-17 00:57:25,FALSE,NA,"942197005010571264",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","rickzao",0,FALSE,FALSE,NA,NA,84
"85","RT @Traditional2D: Glen Keane - Lux - Binding Light - League of Legends Animation Workshop (Part 1) ",FALSE,0,NA,2017-12-17 00:57:09,FALSE,NA,"942196937809416197",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cupcakenamjoon",139,TRUE,FALSE,NA,NA,85
"86","RT @Sportsnet: eSportsTV is now available on Sportsnet NOW!

The first 24/7 global eSports channel, streaming the biggest titles including",FALSE,0,NA,2017-12-17 00:56:44,FALSE,NA,"942196833723457536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hnDaz",5,TRUE,FALSE,NA,NA,86
"87","RT @Traditional2D: Glen Keane - Lux - Binding Light - League of Legends Animation Workshop (Part 2) ",FALSE,0,NA,2017-12-17 00:56:30,FALSE,NA,"942196774982307840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cupcakenamjoon",886,TRUE,FALSE,NA,NA,87
"88","RT @Sportsnet: eSportsTV is now available on Sportsnet NOW!

The first 24/7 global eSports channel, streaming the biggest titles including",FALSE,0,NA,2017-12-17 00:56:01,FALSE,NA,"942196651489398786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hmp7701",5,TRUE,FALSE,NA,NA,88
"89","RT @Sportsnet: eSportsTV is now available on Sportsnet NOW!

The first 24/7 global eSports channel, streaming the biggest titles including",FALSE,0,NA,2017-12-17 00:55:58,FALSE,NA,"942196637493092352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EricRobichaud",5,TRUE,FALSE,NA,NA,89
"90","RT @Sportsnet: eSportsTV is now available on Sportsnet NOW!

The first 24/7 global eSports channel, streaming the biggest titles including",FALSE,0,NA,2017-12-17 00:55:25,FALSE,NA,"942196500720893952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thomasmarinojr",5,TRUE,FALSE,NA,NA,90
"91","#LeagueOfLegends High quality league of legends Riven bunny collectie champ f ... ",FALSE,0,NA,2017-12-17 00:55:06,FALSE,NA,"942196421461147648",NA,"<a href=""http://summonershop.com"" rel=""nofollow"">Summoner Shop</a>","summonershop",0,FALSE,FALSE,NA,NA,91
